"PLATFORM_TITLE_ID","REGION","MIXIMUM_VIEWING"
GYgORzgG3l6_CwwEAAAAK,CO,9
GY2U7tQc59kthwgEAAAEF,PL,9
GZBGmeQR7y8N_dwEAAARD,PL,9
GY8FYWwzoyZSgigEAAAse,PL,9
GYuekYAC3RMLCwgEAABCq,ES,9
GWguWKQ0XrXSEpAEAAAAF,PL,9
GY78XHAjneYHDGwEAAAAC,PL,9
GYhPolADKlUiCrwEAAALm,PL,9
GYRrlKQKjxsLDwgEAAAAG,ES,9
GY0_UygVF5W4mgAEAAAAH,ES,9
GY00UMwpMk5C_wwEAAAFe,PL,9
GYvrlvAvJU1iCmwEAAAQY,PL,9
GY-zxSQRXnqKZwgEAAAIk,PL,9
GYQFwrwWPz660hQEAAAE3,ES,9
GYDQG_A5dAHapYgEAAAAk,PL,9
GYufwGgU36ETDwwEAAAAF,ES,9
GY1vK-AUVjL-hnAEAAAAY,ES,9
GYo2FJA8Ws8J8wwEAAAAD,PL,9
GVU3UrwrJDYNJjhsJAXvy,US,9
GYgam3gKe-bYbrQEAAAU9,PL,9
GY01GUQZp95SYugEAAAFd,PL,9
GXzasmA59_EvDbQEAAAK2,ES,9
GYGtlFwpn-kOawgEAAAAF,MX,8
GYigtDA2AysN9uAEAAAHJ,PL,8
GYxnN-wDc9BEHXQEAAArJ,PL,8
GYwlMzg7NWBEHXQEAAAcy,PL,8
GXlAVYAvjtTC3wwEAAAvz,ES,8
GYqCiXwDD0LxVCgEAAAFD,ES,8
GZA8vFQpkL0G9tAEAABIm,PL,8
GY36P2wH8pKaHgQEAAAI-,PL,8
GZBzV1QzmuMN_dwEAAAU-,AR,8
GYpYP7QWR-5C4qAEAAAA8,PL,8
GY4oSnAWfGMPCLwEAAAQN,PL,8
GY_ONjguW_AnCZwEAABDO,PL,8
GYgHa4wmDJsIebgEAAAFw,PL,8
GY4Xy2gKrK0G9tAEAAAI9,PL,8
GYkbmmA4v5L7DwgEAAAAP,PL,8
GYuncJQUM-RbDwwEAAAED,PL,8
GY4oSfgPwPZSgigEAAAQr,PL,8
GYf4WdwmHp67CIwEAAACp,PL,8
GYF478QhGrm6-wgEAAAOg,PL,7
GY9p08AY1b7NxlAEAAAAC,PL,7
GYfl7DgIKRom1eAEAAAFV,PL,7
GYuQlagSKQr3CaQEAAA-l,PL,7
GY8rllgHgsYSRpAEAAAAC,PL,7
GYwOGJgFfVMPDHQEAAAAC,PL,7
GY8FYsgYmPkG9tAEAAAsW,PL,7
GYqb6bwa7cmalwgEAAAAI,PL,7
GYnESYwhHgxuLwgEAAABd,ES,7
GY01DvAYOKYzDwgEAAAGA,PL,7
GY4oR4AIC-MLCwgEAAAOl,PL,7
GYvxSrgQng0TDwwEAAAPt,PL,7
GY4oSagMEX8LCwwEAAART,PL,7
GYfmo_Q4lYcLCNgEAAALf,PL,7
GY_OKZQpSvsPCLwEAABAm,PL,7
GY1FhBgdHu52OlQEAAACz,PL,7
GYSmJLwAr16K4wwEAAAAD,ES,7
GYW8KTgPzRK27iQEAAAD9,ES,7
GYj3r_wxJ0xPCfQEAAAAC,PL,7
GYxnB5wZf0ETDwwEAAApM,PL,7
GY01LZwy-xVWbswEAAAFh,PL,7
GYpWHcAS3VsLDBgEAAABV,ES,7
GY3TAXAxpYBrCwwEAAABL,PL,7
GYgHeVgKL5MI0GwEAAAF1,PL,7
GY_OIcQy3SXSfmgEAAAJ2,PL,7
GYuFGyQeLFZS5nQEAAAAC,ES,7
GYmkLFAyzXqnCewEAAAAk,PL,7
GY6GkMwFnosMywwEAAAAI,PL,7
GYk5UDgF0u8NaBwEAAAAC,PL,7
GY8l41QI8-a-1mgEAAAv9,PL,7
GYULZtQXlT8McwgEAAAET,ES,7
GYfl4WgucWQ6PtAEAAAEn,PL,7
GY3OwQgnmRJOegAEAAABm,PL,7
GY9p2OwMDysN_dwEAAABp,PL,7
GYs9-CAWIvL3CaQEAAAdZ,PL,6
GY7XpkQjOLZSgigEAAAlE,PL,6
GY8FY-Ac9FcLCwwEAAAuG,PL,6
GYd0kmwszPbnDcQEAAAEc,PL,6
GYe9ksgl2rWWnXAEAAABg,ES,6
GY3TIDwosecNaigEAAAAR,PL,6
GXZtyawwJa8IggQEAAAPZ,ES,6
GYk4J1wXrwR6jiwEAAAAH,PL,6
GYgHa7Qn10K7CIwEAAAEr,PL,6
GYf4XSQ4PKyHDwgEAAAC8,PL,6
GYUA0gwopmL-IhAEAAAJP,ES,6
GYgvG3wvsi44KtwEAAAmc,PL,6
GY3TCWwNSegnCZwEAAAB9,PL,6
GYia-sQ4hIZWFCQEAAAGZ,PL,6
GYuE4jgJElaQpwgEAAAAC,ES,6
GYnESCgDAmhuLwgEAAABO,PL,6
GYk1okAUEEoQ3tQEAAABl,ES,6
GY7_LaQ2cH0G9tAEAAAr0,PL,6
GYvrjswhmdQXCwgEAAAQ0,PL,6
GYeDfQA2cske_IgEAABd_,PL,6
GY5hcGwOhf5SgigEAAAZN,PL,6
GYqBdygPwaMN6sQEAAACV,ES,6
GY2EHywE45MJchQEAAAAj,PL,6
GVU2qlgmFioNJjhsJAU1f,US,6
GYnQeTwZqjnJuwwEAAAC3,BR,6
GYgHbHwvbTEnCXgEAAAFG,PL,6
GYtbDTQKsYnmangEAAAr7,ES,6
GZHj-ywdebqXCwgEAAAxA,MX,6
GYwi1CwanE0TDwwEAAAcB,PL,6
GYyr9tAbF3Z6fiQEAAAFW,PL,6
GY01HmwpBBIAYugEAAABu,PL,6
GYkSdagBVn3pOtwEAAACX,ES,6
GYZP8nQc6Up5BwwEAAAAV,BR,5
GYz1KVgXzRoSKwwEAAABK,PL,5
GYrAvKgLDlkqSLgEAAABV,PL,5
GY2DxUgb7j7YBwwEAAAAj,PL,5
GYf3zBQy_ZJi9rgEAAABw,PL,5
GYxnUeAtaK63CwwEAAAph,PL,5
GY-T71gvqHkG9tAEAAA80,CO,5
GYigtrAiNea2ztwEAAAIi,PL,5
GZHiOgwLT3aaHgQEAABoL,PL,5
GY73bYQwp28PDwgEAAAoN,BR,5
GYg_N_Q1CaGkXpQEAAAAG,PL,5
GY7-g2AcDtJfDVQEAAAsH,PL,5
GYfmmDgud2MMHwgEAAADI,PL,5
GYu6yxAwR0a3CwwEAAAGk,BR,5
GYmEg5Ah3FYauXwEAAAAC,PL,5
GZAsF_QxtxKKZwgEAAAQE,PL,5
GZG0jSQPAdKd9XQEAAAsO,PL,5
GY5NSiQut18LCwgEAAAUu,PL,5
GYrGPWATxpQyMiQEAAAEl,PL,5
GY4oR6AJ19EG9tAEAAAOm,PL,5
GYxnTOAIPOxbDwwEAAAti,PL,5
GYo2FYQgQecJJqgEAAAAJ,PL,5
GZD03Fgkn4AnCZwEAABYo,PL,5
GYecUAA6E8reZGAEAABlz,CO,5
GYpE6DwFOAYxHKQEAAAD6,PL,5
GYigskwkONGXCwwEAAAH2,PL,5
GYIjh4wtrjZGxLwEAAAKA,PL,5
GYigtPgExqGXCwwEAAAIE,PL,5
GYbvp1gtXLMLCwgEAAANo,PL,5
GYmfRQgIuM8LCRQEAAAAT,PL,5
GYtUdXAtlr0qupQEAAAe3,ES,5
GYg_N_QdlksLDwgEAAAAL,PL,5
GYfmXYwL2R8LCNgEAAAGl,PL,5
GY9CaKQDecgnCZwEAAA28,ES,5
GYju6ywUE3HjDZAEAAAAw,PL,5
GYf3vTQ1jpJIXkQEAAABl,PL,5
GYqhrMwNYPU-YsgEAAAAF,PL,5
GYfmXEg0WhUySrQEAAACc,PL,5
GYvrmNAuoIZa8kAEAAANX,PL,5
GYuQmbgph7sItEAEAAAAE,PL,4
GYUlssQp_Z2mKlQEAAAC5,PL,4
GYZ9oYgkVf8PCwgEAAAAC,FI,4
GYGJEVwVmMMIInwEAAABe,ES,4
GYSmKWwOw1MPDfwEAAAC0,ES,4
GY_OHiQ1jg8LCwwEAABBm,PL,4
GYR9XUAwisbiVuQEAABFM,BR,4
GYpYNOglN9cLDBgEAAACY,PL,4
GYk2rggHLh7yhpQEAAACT,PL,4
GWWTyDw4YNra8pAEAAAAG,CO,4
GYkZJ3wlmcYG6wgEAAAAC,PL,4
GYk2VhwZV74Q3tQEAAAGM,PL,4
GYfl4oAnhkr6mwgEAAAEf,PL,4
GYk2jIgBcQpGLwgEAAAAE,PL,4
GYYOyyQguT8LCdAEAAAAU,PL,4
GY8bBOgnUsgnCZwEAAAvw,PL,4
GVU23cg770INJjhsJAVwM,PL,4
GYyxf0g2lk61SwwEAAAEU,PL,4
GY-zwqQMEZbDCLQEAAAIx,PL,4
GZDlOnQNQmEG9tAEAABWs,PL,4
GYga-vQ32Toq6lgEAAAAX,PL,4
GYmkhXAUgJSBGtAEAAAAc,PL,4
GY01IbgUM54AYugEAAABv,PL,4
GZGuypQKAjwnCZwEAABnY,ES,4
GYUGMZwMuZoqSrwEAAAC9,ES,4
GYvrm8wAFmncpuQEAAAPI,PL,4
GYk2EYgQuo4HCBgEAAAAF,PL,4
GYWpiCgMRph-wogEAAACo,NL,4
GYsiSwwmLGcLCwgEAAAWp,PL,4
GZDkmJwzQIUG9tAEAABWi,PL,4
GZFOHowo4QXSfmgEAAAnC,ES,4
GYfmXoAPXWMLCNgEAAAGs,PL,4
GVU4CqAy884NJjhsJAa1j,US,4
GYuFJwQpZJUqupQEAAAxg,ES,4
GYXELgQvCu4JQuwEAAAPn,ES,4
GYmkdNwkaK8IBAQEAAAAC,PL,4
GYgvm_wY8abYbrQEAAAuN,PL,4
GYk3C1A2LY0nDWQEAAAAG,PL,4
GYYzvNA7gs5e3rwEAAAB7,BR,4
GYYrdhA5wd4CxwgEAAABD,AR,4
GY_lvhwsl3bGYsAEAAAKo,FI,4
GYkSdcg75p3pOtwEAAACY,ES,4
GYpZVWwpWMMMKvAEAAAAJ,BR,4
GYpKitgvUKYbDwgEAAAAa,ES,4
GYgbb9wpj644KtwEAAAbE,PL,4
GY9CXYgdDiq-1mgEAAAzi,PL,4
GWIeTZwdCwMNWsQEAAAAa,CO,4
GYbMihQrFxgWauQEAAAE5,ES,4
GYGQH1wssuoW2XgEAAABW,ES,4
GYqb4ewMLZ5arAAEAAAAC,PL,4
GYpYRLQY9AcLDwwEAAAA-,PL,4
GYyr8xArStbqurAEAAAAC,PL,4
GY1dIEQZQwW4mgAEAAAFM,ES,4
GXmlR8QmVuyLCHAEAAB8H,PL,4
GYtf0fABmooWwbwEAAAAD,PL,4
GYsiS9Qo_rL3CaQEAAARi,PL,4
GYfnIqQui47LCWwEAAACX,PL,4
GY9jiCAu-mKaHgQEAAA5B,PL,4
GZA8vCA53h6KZwgEAAAQr,PL,4
GY2jj2wQqy0thwgEAAAEt,PL,3
GYk3HTwOHH8JmmwEAAALn,PL,3
GYqw72goq_CnDwwEAAABp,PL,3
GZDlOLwFZ6qaHgQEAABWD,PL,3
GYsiSGQWz7kqupQEAAAON,PL,3
GYqhrCwdUNa7DwgEAAAAC,PL,3
GYwlNZQIhfBEHXQEAAAcz,PL,3
GYmZvBQ0ZGcIbwwEAAAAF,PL,3
GY01btQAjYoAYugEAAAB9,PL,3
GZC2MFQJ5xKXCwgEAAAZw,PL,3
GYyr9CgHg8Z6fiQEAAAFS,PL,3
GYk1pxwqCHou_uAEAAAAC,PL,3
GYk2Vrg2-bhqgowEAAAAH,PL,3
GZFiz9ASezXSfmgEAAAn0,PL,3
GYrGM6wZ54LyztAEAAAAC,PL,3
GYfmK-wrhSz2HMwEAAADe,PL,3
GYk1kmgyiF4Q3tQEAAAA8,PL,3
GY-I2bwPXVX2YqQEAAAAC,PL,3
GZD02GAU4kMPCwwEAAAAD,PL,3
GYqb35A8D5MN8wgEAAAAC,ES,3
GYqhrKQWIn00CgwEAAAAD,PL,3
GYk2rtAjrnYDDYwEAAAD2,PL,3
GYpZYSgNkb5C4qAEAAAB8,CO,3
GYf3tMAVGV8LDZQEAAABt,PL,3
GYigtrAcz67h3wwEAAAHE,PL,3
GY4oSkgUfFKaHgQEAAARw,PL,3
GY7-gzgYI9MLCwgEAAApu,PL,3
GY8IQ9AplAcLCwgEAAAq-,PL,3
GYfmypQ8KRz2HMwEAAAOh,PL,3
GYgHbygZcDoZhtgEAAAL5,PL,3
GYsiSNwaV34_CJQEAAAAG,PL,3
GYigttghUKwDDMwEAAAHS,PL,3
GYsiS6wpCAb3CaQEAAARg,PL,3
GYgHYDQco9a3COgEAAAFY,PL,3
GYkT0SQOJmqXDSgEAAAAC,PL,3
GYrGFwwrUx7vDZwEAAAAC,PL,3
GYpE66wWsc8PDwwEAAAAI,PL,3
GYrGCXQAmMQCdrAEAAAHD,PL,3
GY4XYsgUGXqaHgQEAAALi,PL,3
GZG0j9AJv0JfDVQEAABkH,PL,3
GZGuyVQIqeE6CswEAAAGr,PL,3
GZD2NOweonMPDwgEAABSv,PL,3
GYoUiVQawcq6WlQEAAAAC,PL,3
GYf3scQy4FpTDwgEAAABl,PL,3
GY0pgAQ1wgYzDwgEAAAFM,MX,3
GYwlLDAwf9MJboAEAAAdM,PL,3
GYkPD4Aje2I7CwwEAAAAv,PL,3
GYcIH8wlByo-qwgEAAAAJ,SE,3
GYg_XvAs2D3SvnAEAAADQ,PL,3
GYgHcpg0wLJUArgEAAAFv,PL,3
GYigtmAXJHcLDOAEAAAGu,PL,3
GY3S_vARf4qjDwwEAAACR,PL,3
GZDf-_gRNXMPCLwEAABVX,AR,2
GY3TH3QtdX6jDwwEAAACV,PL,2
GYk2ufg5PPcJmmwEAAAIt,PL,2
GYkQ5YgaKTJS7MAEAAAAC,PL,2
GYnESCQWsco_CGAEAAABB,PL,2
GYmNIQAQZtLJMwgEAAAAE,PL,2
GY3KHaQhfHcLCwwEAAAA1,CO,2
GVU41Bw7lhY7DwvwIAeJH,US,2
GY9AE6wvjzsPCLwEAAA0T,PL,2
GY3TKhQ3DK8PCLwEAAACg,PL,2
GYk29hgqX5cJmmwEAAAKB,PL,2
GYwlMfg3D-cJboAEAAAdO,PL,2
GYgHfCwsLl5IXkQEAAAFS,PL,2
GZA8vFApMeaaHgQEAABIr,PL,2
GXioBPgyhPcPCwwEAAAAb,MX,2
GZFFO2QaUOrDCLQEAAAku,CO,2
GYsiTAAJtIo3DKgEAAAAN,PL,2
GY8g-xAjou0G9tAEAAAwu,MX,2
GYkeXYQqXwoHDwwEAAACC,PL,2
GYfmmXg3Ue0ySrQEAAAFz,PL,2
GYfm7Qg65BMLCNgEAAARa,PL,2
GZGX7iApqwU6aKQEAAAqi,MX,2
GYgHYAwKkIyHDwgEAAAEd,PL,2
GYac1EAXrujJwwgEAAAAY,SE,2
GYF5EzAT1N22zaAEAAAAC,CO,2
GYfnrzAIwvzO-wwEAAAL7,PL,2
GYtA0tQZuh3mangEAAAj-,NO,2
GVU4txw0q8I7DwvwIAduW,PL,2
GZD03MAttf0G9tAEAABXJ,PL,2
GY3y9qwtA-MLCwgEAAAC8,PL,2
GYk2pvQym17yhpQEAAACK,PL,2
GYk27eQVtppmqwgEAAAAE,PL,2
GYiiCPw5pU6HCwgEAAAJp,PL,2
GYsiSXwb3IMPCEAEAAAAH,PL,2
GYZKd0wkmqMIrtQEAAAAC,BR,2
GVU2qSwqPi4NJjhsJAU0O,DK,2
GZA8u1g3Qw7GYsAEAAAPh,PL,2
GYgHcdA3ZN8JifQEAAAFN,PL,2
GYsiSxAxZVHmangEAAAXq,PL,2
GYgTxyAu3KI4KtwEAAACS,PL,2
GYzP2RA5kecLDwgEAAAB7,PL,2
GY4pdZAsXKJSgigEAAAQ5,PL,2
GY3TIkQ0Ca8JOjgEAAACS,PL,2
GYju6jwavAa24wgEAAAA-,PL,2
GYfl4YwlPR4m1eAEAAAEx,PL,2
GY77-SwIgyMPCLwEAAAr8,PL,2
GYNIZLQ4qHlqswgEAAAAO,NL,2
GXm_jlwaek54_wwEAAEkl,PL,2
GYk1qmgd5FrWdtAEAAAAM,PL,2
GYwU4UQWAcFiCmwEAAAbR,MX,2
GYgHaVgduccJifQEAAAFA,PL,2
GYgHcnAz60sLDwwEAAAFQ,PL,2
GYQk6iQ0vX7CPhwEAAAGF,PL,2
GYv0AcwpfsBbDwwEAAAQm,NL,2
GYfp0DAXE5MMRRQEAAACn,PL,2
GYU602AFMjMPDaAEAAAAu,SE,2
GYgHbwAbsjpi9rgEAAAFc,PL,2
GYk2MaAhAij68oQEAAAAj,PL,2
GYgHdKQa7dEnCXgEAAAFV,PL,2
GYju8qwzJXsLCagEAAABW,PL,2
GY9uxuQPgWpSgigEAAA47,PL,2
GYF3-sQiU6XBZuAEAAAAI,FI,2
GYk2plQyBaMJmmwEAAAIO,PL,2
GYk1qFw28w7fCWgEAAABx,PL,2
GYi9TVQx0urqCswEAAAB3,PL,2
GYgEnMwDt_sMNwgEAAAIO,PL,2
GYfmKRgf0dMPCwwEAAADW,PL,2
GYGzcQwEPkYOPOQEAAABg,NL,2
GYsiSXwnh0HmangEAAAXm,PL,2
GVU29hgyMw47DwvwIAWWL,US,2
GYyr-uAd33MLDDgEAAAHw,PL,2
GYfnGPAEkOIC8qAEAAAAL,PL,2
GY-zsnQiOVK-1mgEAAA-u,PL,2
GYnESMQSJ6BuLwgEAAABX,PL,2
GYgHdbwjXGTbCwwEAAAEo,PL,2
GYHJhUAL7TsIewgEAAAAC,CO,2
GY0_QpQXBz5OdHgEAAACg,CO,2
GYhPf6wUiCpVyjAEAAAM_,PL,1
GYj3p1wq8BK24wgEAAAG4,PL,1
GZCHGDQh7A8N_dwEAAAVn,MX,1
GYqhrKQXD3sPCWAEAAAAE,PL,1
GYhjDggvEysIKbwEAAAAG,DK,1
GYXJQtwhAMJ3DeQEAAACR,PL,1
GW8832w0PFqGJwgEAAAK2,MX,1
GVU41dgPouFFvjSoJAd8k,BR,1
GYfmxZgyDpzO-wwEAAACc,PL,1
GYhUbbQWelH5xhgEAAAIT,PL,1
GYSUzJAV-loPDYQEAAACj,US,1
GZAnNIgibuKaHgQEAABG-,PL,1
GYac1JAhkAyW7VQEAAAAF,NO,1
GY3dbcgOFvaaHgQEAAAEb,PL,1
GYfl4-g1HyL6mwgEAAAEs,PL,1
GY8IP0gawmpSgigEAAAti,MX,1
GYF4TFQaaUG6-wgEAAACk,BR,1
GZD02aARV86aHgQEAABWc,PL,1
GY4oSsAaBs8PCLwEAAAQO,PL,1
GYJnHDAbR0ayBmgEAAABK,PL,1
GY2l6EQvDjBWvdgEAAAHm,PL,1
GY4jVtQjsnsPCLwEAAAPn,BR,1
GY3KH_wrz38LCwwEAAAA9,AR,1
GVU3alwNV8oNJjhsJAYLY,US,1
GYpSFbQFPc4vDOAEAAAAC,PL,1
GZCLRnApe8E6aKQEAAAWM,CO,1
GYk2FCwM1WYQ3tQEAAAE-,PL,1
GYULahwyUb4aljwEAAAIp,US,1
GVU2vDgndTFFvjSoJAVKL,US,1
GZAnTFABkCaXCwgEAAAOV,PL,1
GZG0oJA4-xQnCZwEAABny,MX,1
GZEkTSwsZk5a4oQEAAAAC,PL,1
GYF4TFQPk2W6-wgEAAACi,BR,1
GY3TFUwd0eG6ylwEAAACr,PL,1
GX-ED7gWJbzODwgEAAAAX,CO,1
GYk3HCQBNysPCwwEAAAAE,PL,1
GYk2ozA2a4cNEhwEAAAAl,PL,1
GYqncBg4qJrmpjwEAAACf,PL,1
GYisxAQT9C5ephQEAAAAS,MX,1
GYj3p1wzMHXjDZAEAAAFm,PL,1
GYqb7Xwjw5MN8wgEAAAAM,PL,1
GYigtmAaABMMwkgEAAAGv,PL,1
GYfl4WQu_aMPCBQEAAAFD,PL,1
GYaC7iwVJhMNBiQEAAAAm,FI,1
GZEADZwhOyqKZwgEAAAgY,MX,1
GY-GDbQipba-1mgEAAA5b,MX,1
GZG0pjg7mFUG9tAEAABm9,PL,1
GYmkgTgOIDYC2mwEAAAAt,PL,1
GZAnOnwCcp5fDVQEAABFS,PL,1
GVU4AIQrqioNJjhsJAaqW,US,1
GYh5TGgQUrRXCfAEAAACl,PL,1
GYF4TCwKTM26-wgEAAACf,BR,1
GYgqnagypmb5mkAEAAAhV,MX,1
GZEuDPwSlNcPDwgEAABXe,PL,1
GZAnS1wWAa5OmPwEAAAOl,PL,1
GYuFGUQFOhaieuQEAAAAG,ES,1
GYbJ4GwCRvGPDwgEAAACx,CO,1
GYN49iwBf4YMqsQEAAAJI,CO,1
GZHiSyQCIaU6CswEAAAKO,PL,1
GY1-A0QXp6bYBwwEAAAAG,SE,1
GYk2nxgXPL8JmmwEAAAIC,PL,1
GYk3BsA3bFjOkwgEAAAAi,PL,1
GYpXmSwNtnqqxnwEAAACK,PL,1
GY1l65gsbX8LDwgEAAABI,US,1
GZDko5AXyuZfDVQEAABUX,PL,1
GY0fVXwurLRq_lQEAAACR,ES,1
GYf3r0QevUUnCXgEAAABg,PL,1
GXLip9wifscN8owEAAAGc,BR,1
GYqu7VgvyLcJtqQEAAACn,PL,1
GY2jiIg59vMNekQEAAAEP,PL,1
GYg_QNQOt7Ca3PwEAAAAR,PL,1
GYk3AUAAfhLGTrwEAAABt,PL,1
GYqw8SAyf_QCdrAEAAACQ,PL,1
GVU3kcgDhpoNJjhsJAYze,US,1
GZDlOOgv9AqXCwgEAAAdN,FI,1
GZG0jowRc7qaHgQEAABk-,PL,1
GYMd9Zw7QY5PDTQEAAAAC,CO,1
GXbn59wxfQ3epwwEAABZv,BR,1
GZA8vsg2V17iWtQEAAAPq,PL,1
GYF4THwGZHcLCOQEAAAI6,BR,1
GY3byOA5077AOWQEAAAAF,PL,1
GZEkQUwRln5OmPwEAAAh-,PL,1
GVU4PUQee-INJjhsJAbrK,FI,1
GY-TilASDe5SgigEAAA7l,MX,1
GYk2z2ADXErfCWgEAAAJn,PL,1
GYg_QFg2pXkiCrwEAAAAn,PL,1
GYs9_ZgcWJ8NewgEAAAdp,PL,1
GZA7qhgzNiZSgigEAABGi,PL,1
GYqb35Q4IG0o8igEAAAAD,PL,1
GYk2ixwnRosNEhwEAAAAC,PL,1
GY2P_YA4iWhWvdgEAAAEW,MX,1
GY4oSOAO-0gnCZwEAAARs,PL,1
GVU3pRQh3fo7DwvwIAZVk,MX,1
GY72HQgbJbJSgigEAAAo8,MX,1
GYfl6IQixv4m1eAEAAAFQ,PL,1
GYkuouANm28PDwwEAAAAD,PL,1
GYF4-pQaEjoTCwgEAAAQR,PL,1
GYh_D3ATZCMLDwgEAAAAi,PL,1
GYk2okAdsGZGLwgEAAAAj,PL,1
GYg_nDArSpRdlpAEAAAE-,PL,1
GYbvoKAZypcPCwwEAAAMo,CO,1
GYk2ufQ4XpMJmmwEAAAIs,PL,1
GYgHdqwkykUnCXgEAAAFY,PL,1
GY4d1MwaA_MLCwwEAAAOD,PL,1
GVU39nwXgcY7DwvwIAaso,US,1
GXmlRoAwcLZ4_wwEAAC87,US,1
GYh5-Uw8h77ifwwEAAAEF,PL,1
GYk1kzA2ux4Q3tQEAAABD,PL,1
GYk5Q9gps_8NMogEAAAAC,PL,1
GYk3CKQqRMr2MwwEAAAAE,PL,1
GYF4COwZsZEGswwEAAAG4,MX,1
GZEgnRQRWpQnCZwEAABcL,BR,1
GXRtnkw6l9m2YwgEAAABw,CO,1
GYk2FTgdqIaCXmQEAAAAP,NL,1
GV4el6QGvHcLCWgEAAAAX,CO,1
GVU40PAJGiINJjhsJAd1B,MX,1
GYf3r0QNJhMJifQEAAABj,PL,1
GYk1tWQsUTDYenAEAAACP,PL,1
GYwlNqwISrxEHXQEAAAc2,PL,1
GY5PP8ggNe8PCLwEAAAXY,PL,1
GYhPoTQ3l6ZVyjAEAAANL,PL,1
GYIjjNAOLLoeedgEAAAOV,MX,1
GVU4XwAtFiVFvjSoJAcOK,US,1
GXoc-nQY1_rDCYwEAAANy,MX,1
GYk2zaQKtSoDDYwEAAAEi,PL,1
GYK8t9QGcULGLCwEAAABa,CO,1
GYThgCgh_hsPCNgEAAAAw,ES,1
GY1aM7QpD452OlQEAAAFg,FI,1
GYK_YKgp2hZKRSAEAAAB9,BR,1
GZDbHGgdXLbGYsAEAAAbZ,PL,1
GYgEkiQM8YWmAkQEAAAEH,PL,1
GVU3_XwlrhINJjhsJAanm,CO,1
GZHiRzwHvTk6CswEAAAKN,PL,1
GZGOdcAkMJsLCwgEAABem,CO,1
GYf1ULQeeTz9OAQEAAAAf,PL,1
GYfmHwA36C50XmAEAAABo,PL,1
GY9urCgaHpaKZwgEAAACV,PL,1
